comment,likes_count
the united states government falsifies documents every day its a distraction from the fact that american people can barely afford to lthe news is just as bad,2
kangaroo court in a banana republic guaranteed reversal on appeal i cant wait for the tears when he wins in november,2
they came for trump next it could be you our justice system is in peril,2
why cant they find joe biden or hunter biden guilty of anything,2
he still getting elected do your little victory dance now youll be screaming at the sky in november trump 2024 is unstoppable,2
what a corrupt judge and prosecutor the judge put all the pressure on the jury nothing but a kangaroo court now we the republicans need to start working harder for trump for 2024,2
innocent until proven guilty is gone now he is guilty until otherwise proven winning,2
good buy america hello communism you will see now that bill will get passed by the biden administration and we will no long have our dollar bill,2
where is the epsteins list,2
finally,2
about time ny has been taken advantage of since the 80s,2
still voting trump in 2024,2
anyone who believes this was a fair and just trial is a danger to our society,2
now that donald trump has been found guity of alot of his crimes it will make his co conspirators think twice next time they try to break the law,2
all americans now can stand united and agree trump supporters biden supporters brain worm guy supporters what charges nobody said the charges is the worst defense in history charges all turned into convictions whether you knew them or not,2
when you dont testify in your own trial to clear your name youre definitely guilty no more argument,2
he finally got the popular vote,2
being a first time offender experts say hes unlikely to go to jail chumpy is till going to run for president vote like you never have in nov,2
he fought the law and the law won,2
dont forget rapist,2
those are the votes he was looking for,2
guilty af,2
maga accepts these charges gracefully we will appeal,2
hallelujah,2
trump voice im the greatest felon of all time trust me everyone agrees with me by far the best ever,2
nobody even likes cnn haha,2
is trump tired of winning yet,2
trump 2024 now he will gain more support after this rigged trial go trump,2
i wonder if his poll numbers will go up or down,2
wonder how much the jurors were paid off,2
not a jury of his peers this has just begun,2
trump is innocent the matrix is making all these bogus accusations,2
betcha melania was tickled pink quietly thinking one trial down fl ga yet to gothen im free,2
its a perfect score a perfect verdict a perfect jury a perfect judge trump is now in good company with al capone capone died from syphilis and trump has syphilis the losers are those that trump harmed and that is a huge number there needs to be a wake up call in republican land denial is not moving forward,2
now we get to see republicans bootlickbuttlick a convicted criminal disgusting,2
now lock him up,2
lock him up already jeez louise,2
convicted criminals should not be allowed to run for president,2
despicable disgraceful trail to say the least,2
this is so stupid other countries really be shaking heads at this,2
yes,2
guilty af,2
yall are in trouble this will come back to bite them dirty folk like you cant imagine god dont sleep,2
oooooooh yeaaaaah koolaid man,2
beautifulnite nite dumpsteryou got what you deserve,2
yessssssss,2
breaking news trump has acquired the naming rights for rikers island,2
maga tears lets gooooooo guiltyyyyyyyyyy woohoo,2
this will backfire big mistake,2
,2
trump 2024,2
no brainer,2
,2
democrats continue to love helping mr trump fifty three million usd in less than twenty four hours,1
dems think this will stop trump from winning the presidency this actually slam dunks it for him,1
on behalf of donald trump thank you cnn for the additional 10 million votes,1
only dishonest people will vote to elect trump again,1
whoever has not sinned may throw the first stone jesus christ trump is being convicted by people who do the exact same crimes if not worse that he does,1
you cnn liberals are completely brainwashed by liberal media we the people have 34 more reasons to vote trump,1
i can watch this on repeat every day until his next guilty verdict happens,1
dont argue with bots,1
what might be trumps nickname in the big house,1
so ive been seeing videos on youtube where black people are saying to other black people that support trump that they arent black how does this even remotely make sense yes there are tons of black people that support trump which obviously proves he is not a racist so i guess there is an agenda after all that a bunch of black peoples refuse to get sucked into and really want a president that puts america first i applaud these people that refused to get sucked into bullshit agendas,1
i think nikki haley now regrets supporting trump last week,1
just stand down trump and stop embarrassing yourself your family country,1
this is not a hush money case this is an election subversion case the orange felon is finally being held accountable for his criminal behavior which means lady justice needs to be praised for holding strong god bless america,1
trump a convicted felon is now a convicted felon i feel obligated to refer to him by a fair title donald trump past preside t of the united states a convicted felon will now be the first convicted felon to gain the republican nominee before becoming a convicted felon he a convicted felon will now run for president as a convicted felon,1
all you dems are finished november 5th 2024,1
as if all the other government officials havent falsified documents pleassseeee remember lance armstrong getting caught for doping and as if nobody else in those races were dopingtrump just had the spotlight on him since day one,1
what was it hes guilty of again,1
trump derangement syndrome is all too real mainstream media believers are all too dumb,1
glad commie news network on the kno,1
the radical left have convicted trump for they have sown the wind and they shall reap the whirlwind,1
if you can make that leap of logic why cant you put hillary and joey in front of a jury,1
lol did he really have to read all the verdict counts it literally feels like a cheesy saturday night live sketch,1
finallythis spoiled entitled con artist is held accountable he will never admit wrong doing for anything his mislead followers need to take off the blinders and see him for the manipulative criminal he truly is hes not a victim hes a prisoner of his own wrong choices,1
lawfare by democrats and despicable 100 casting my vote for trump,1
surprised he was found guilty but he still wont go to jail anybody else would go to jail,1
all i can say is this if he is not given a jail term like everyone else they your justice system is clearly about white privileged he needs to be jailed otherwise you are going to have everyone appealing there sentences siting trump trial case whats good for trump is good for all americans astonishing we all are waiting with bated breath it can only be jail time more pending,1
felon fraud trump,1
maga snowflakes out in full force to let us know how totally not upset they are,1
trump should have been the 2nd president to be found guilty after gw bush for his crimes against iraq,1
convicted felon is the new propaganda by the fake news media they have been waiting to run on for thier paid masters this has been their plan all along,1
is falsifying business records a felony charge or misdemeanor injustice corrupt justice system in new york city,1
the real threat to democracy is the fake corrupt news media and the lawless democrat party lead by corrupt crooked joe biden,1
the real verdict will happen on november 5 where real independent mind with common sense will decide,1
joe son are far worse on every level of humanity and imagine if trump became the mayor of my town what then,1
im pretty sure biden just wants to get out of that debate,1
trump 2024,1
i would also like to say that i will rewatch this video every single day when i wake up for the next month just want to make sure i heard it right,1
guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty guilty x34 by jury,1
saddest day in american history,1
bullshit,1
i love america but im very disappointed right now the legal system is broken,1
you cant pick 12 democrats from ny bias jurors this is tyranny,1
trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump 2024 trump,1
now that you wanna push this kind of stuff trump will win the election you shouldve left it alone trump 2024 this country red,1
i dont respect any government that would lie on people yall been so cruel home president donald trump,1
now we have to chose between a convicted felon and a guy who wasnt prosecuted because he was old and senile,1
judge finds trump guilty the jury was handpicked by judge merchon they were told to find him guilty and they did,1
18 million felons eligible to vote in the us looks like trump just picked up some new supporters,1
hahahaha cnn is a laughing stock dont you get it nobody cares what you say anymore wtf wake up your opinion doesnt matter,1
jury was a joke judge was a bigger joke america is going to be a major joke 75 percent their,1
he should move all his wealth to russia as a punishment to usa,1
what a load of crap,1
now lets harp on jared and convict him,1
im sorry but it is unfathomable that trump has the momentum to win with 34 felony convictions i dont care what you think or what you believe are you seriously gonna stick to your party and let a convicted felon be the face of our country i get it wed rather pick the lesser of two evils trump and biden are extremely unpopular but we dont have to vote for either to me a trump presidency is the nail in the coffin for american stability id much rather take my chances with rfk jr at this point i encourage everyone who watches this to open your mind and inform yourselves fully of at least trump biden rfk,1
what comes around goes around all the presidents will be brought to court in the future trump 2024,1
a jury of his peers not the deep state not some political appointee not some secret cabal but citizens of this country have found trump guilty of all charges,1
joe biden is next with the congressional investigation of money received from china russia funneled through shell companies with hunter biden of course complete denial,1
kerp quite cnn and stop promoting evil,1
america is healing,1
im going to teach my kids to count to 34 with this video,1
this is my new ringtone,1
guilty,1
trump is guilty and i am very happy because the whole world will become a better place to live especially in the united states of america joe biden for president of usa 2024 to 2027,1
lock him up lock him up,1
these are the really sad times mutilation teenagers and convicting guys for their manhood in the name of gender equality which is against nature where everything exists in duality,1
these are the really sad times mutilation teenagers and convicting guys for their manhood in the name of gender equality which is against nature where everything exists in duality,1
hilarious,1
if dems had a braintheyd be dangerous there was no falsifying of business records trump was paying his lawyer cohen it was marked in the ledger a legal expense what else is he suppose to call it when paying a lawyer a lunch at fcking mcdonalds triple facepalm,1
wray will stage another insurrection now,1
yea terrific newswe applaud the jury,1
hows he gonna squirm out of this one,1
hes a convicted felon he cant own a gun he cant even vote for himself hey shitzyourself isnt it past your jail time,1
about time hes finally accountable for his crimes taken 8 years,1
so sad while this circus happens we have soft on crime policies,1
whitecollar crime hell receive house arrest or probation at most,1
such a fraud trump now he will say all jurors are corrupted blah blah,1
this is the most brainwashed comment section have ever seen,1
every republican with a few working brain cells had to be dreading this moment,1
what do you expect especially from a convicted liar and criminal like disgusting trump send him to rot in jail,1
what do you expect especially from a convicted liar and criminal like disgusting trump send him to rot in jail,1
now tell me how a man with 34 felony can run for president of america but in the same usa a man with just 1 felony can not vote how this make sense,1
trump can finslly say he won a popular vote now,1
justice a poem humpty trumpty sat on his wall humpty trumpty did feloniously fall the long count of thirty four lets give him many more,1
when republicans get to the white house they will even go after the grandfather and the grandchildren of biden and clinton,1
oh this is good news justice for one small part of his corrupt conman life of misleading and groups of people hooray,1
guilty,1
if a single felony is bad this sob has to pay for all 34cant wait to see what his punishment will be,1
hooray,1
see its not just that he was found guilty its that he was found guilty on all charges he cant even argue that he was found not guilty on some of them the jury was unanimous that is damning and his appeal is going to be a serious uphill battle which i dont think will succeed he will now forever have be known as a convicted felon and the thing is this is the least serious of his criminal charges he still have to face those the walls are closing in hes been found liable in a civil fraud case found liable in his case of slander and now found guilty in a criminal case of fraud the clear evidence of the fact trump is a fraudster is overwhelming and its only going to get worse when his other trials finally go forward he cant hide from them forever he can blame and deflect and cry witch hunt all he wants but this is all on him congratulations donald you are a felon and you completely deserve it,1
guilty,1
trump is a crook34feloniesguilty dictator trump is running for president to terminate the us constitution us law order see trumps platformdictator plot project 2025,1
thank you democrat biased jurors corrupt judge unethical bragg for putting trump back in the white house january 2025,1
its hilarious that they act as if any of this is legit,1
trump president 47 guaranteed thank you thank you thank you,1
convicted by america hating communists,1
happy stinky is guilty day,1
trump finally won popular votes he has been craving for12 uninamous votes on all 34 felony counts,1
well kids this is what you call a double nothing burger hell win the appealdoh,1
yeah what else is new,1
im still voting for him lol,1
trump will now win in a 10 landslide,1
how is this criminal allowed to run for president,1
this was a completely rig and unfair case and every single democrat knows this their just too scared to admit it,1
couldnt happen to a nicer guy,1
delete the justice system,1
hello melania going to stand by your man forgot its a transactional marriage,1
trump is a con wicked man,1
trump just won my vote,1
guilty on all counts,1
you can hear their reaction lol,1
america is now great again prison you say,1
ah ah ah lightning,1
pyrrhic victory all you have to do is look at what it took to find him guilty if you think it was legal or just you are literally part of the problem democrats can never win on ideas they are the weak side of the human condition democrats just made the country weaker today nothing more trump will be the next president congrats,1
what a sham trump 2024 we stand with him and israel brandon can get rekt,1
trump 2024,1
trump 2024,1
now lets see how many buisnesses in ny state will be charged with falsifying records merchan thanks the jurers knowing that there never was any possibility of president trump being aquitted on any single charge much less all of them this was and forevermore will be the greatest travesty of justice in american history this kind of trial i would expect in china russia iran venesuela and several other socialist communist and marksist countrys,1
for those of you who dont understand why this is a blatant corruption of our judicial system look at it this way imagine you got pulled over for a dui several years ago which was a misdemeanor now imagine that today the courts decided to purposely change the level of a dui to a felony and then they came and arrested you and prosecuted you for a felony now imagine that you were the only american citizen that they did this to every american should be concerned about judicial corruption used to damage a political opponent like this thats called socialism its out right to have the choice of which candidate we want for president without interference theres only one current administration that is a legitimate threat to democracy,1
does your show come with puke bags,1
clearly a sham and hes held to a different standard than all the other corrupt politicians if he is disqualified there will be the largest peaceful protest this country has ever seen,1
falsifying business records in order to control the results of an election,1
finally,1
thank you god,1
the verdict is not unexpected trump is guilty of 34 felony charges falsifying business records in order to hide payments to daniels in an attempt to buy her silence to keep information from the voters in 2016 its not the only instance where he tried to tamper with the election process including courting russian influence and of course j6 plus the stolen documents case which are other cases yet to be tried the rule of law holds but its being stressed and will be for the foreseeable future,1
as an independent i can say that was not a jury of mr trumps peers i can also say that who cares are country is being invaded and my small business is barely surviving,1
what a joke,1
his 2nd charge is coving up a payment his lawyer made thats not a crime this system has tried to lock me up for nothing now they do it to a former president no respect on the democratic side sad day indeed,1
this is all wrong we all know witch hunt media hype,1
yet war criminals obamabiden and bush walk freedisgraceful,1
we need trump back under trump we had leadershiplow inflationlow food and gas pricesaverage income rose in every single metro area for the first time in 31 yearslifted 7 million people off food stamps and into well paid jobshistoric low unploymentfunded black american colleges and universitysset up opportunity zones for poor communitys first usa president to visit north korea for peace talksdefeated isis in iraq and syriamoved the usa embassy to jerusalemfirst usa president to call out nato and received 400 billion dollars from allie countrys that werent paying their fair sharerebuilt the militarystarted no wars passed into law right to try that gave terminally ill patients access to life saving medical treatmentlowered drug prices for the first time in 51 yearssigned a 1 billion dollar increase in funding for critical alzheimers research strong southern border policies that achieved low illegal migrant crossings trump 2024,1
can anyone who is saying that this ensures trumps election explain something why would this verdict make those of us who voted against him the last two times suddenly want to vote for him now trump 2024 without parole,1
i almost feel sorry for donny except hes such a horrible human being i guess he finally won the popular vote which has eluded him until now america rejected him twice we want him locked up,1
you all are dirty as hell,1
flush the orange turd,1
lets hope the judge has the guts to send the convicted felon to prison,1
,1
guilty mf,1
when trump is president i cant wait to see him go after biden n all his crooked minions the judges n prosecutors,1
i vote he is innocent,1
the republican party should disqualify him from running and put in the runner up,1
entire corrupt system hates and fears trump guilty,1
just donated to trump for president not for the reason you think justice system was weaponized and whored out to serve a political party this country is in big trouble the dnc is tearing this nation apart,1
trump won the popular vote finally,1
hush money i thought he was just paying for a bj,1
mother teresa,1
lock her upi mean him you get it,1
hes definitely crooked now following this conviction by a jury can he really call joe biden crooked now,1
when is cnn trial for falsifying news still voting trump 2024,1
cover up to steal an election,1
well he won my vote 2024,1
a sad day to new york and america new york judicial system is death no more justice to be found you are a democrat you can commit a crime and got away if you are a republican you are guilty even without crime a very sad day for new york and for justice,1
yes fucking yes,1
this could be a rigged trialconsidering just the other day his ralley in the bronx had over 20000000 attendantshmmm,1
political prosecution,1
by this ny democrat jury,1
thank you face smiling thank you jurors for following the law,1
trump is built for pressure biden could never handle this,1
this country has now became lawless you sheep are in for a rude awakening,1
listen folks if the democrats can do this to trump the democrats will do the same thing to you never ever vote for another democrat,1
fake,1
trump should have been taken into custody immediately after trial pending sentencing,1
just came to say fu cnn,1
biden is the reason for inflation in america,1
i had a crooked judge a democrat judge a democrat jury and the judge would not let trump have any witnesses and the judge tell the jury they cannot leave today get a guilty verdict this what you do in a third world country,1
the sad state of american politics,1
jack odonnell former president coo of trumps casino barb res former exect vp of trumps co were both on cnn at 740 pm and they both stated finally hes been convicted of his crimes barb worked for trump 18 years knows his cons schemes well they also warned of his vindictiveness eg the jurors prosecution witnesses now have to be protected from the fanatics within trumps cult as hell continue to incite them with his constant lies,1
lock him up,1
trump 2024,1
cohen went to prison for trump directing him to break the law the man who ordered the criminal behavior should also be guilty,1
trump 2024,1
im still voting for him,1
hahahahahahahahahahahaha republiclowns hhhhhahahahahahaha losers,1
thank you all this only solidifies he will be elected president this year he just won the black vote for being found guilty compton has trump flags all over the place right now and its crazy,1
stop i can only be so erect at a time,1
perfect score,1
count von count sesamestreet,1
how can this clown possibly be in a position to make a run at the presidency after this what will it take for the trump fanatics to face the facts about this guy are you that blind america,1
still not voting for genocide joe,1
four more years of biden and this country will be 100 in war with russia and china we will be a one party system there will be two classes rich and poor christians will be not allowed to practice their religious beliefs first amendmentgone second amendment gone people will be surveilled like in china you will own nothing and like it you think democracy was upheld here for donald trump and his supporters democracy this was the biggest step to rid this country of being a democratic republic,1
yall have no idea that ww3 is about to start as the same time this happens i hope you guys are all ready for the draft,1
we are officially a 3rd world country under the most corrupt regime this country has ever seen still voting trump 2024 and just donated to his campaign the site is down due to traffic looks like a lot of people are doing the same,1
it is unbelievableweaponizing the doj against another political partywe fkn columbia now lefties are trash,1
guilty guilty guilty the system does appear to work i live in canada and have been obsessed with this case to the point where my husband thought maybe i had a problem i kid you not a bird pooped on me this morning before work and i absolutely knew the verdict would come in today guilty i am so very happy for the usa right now i wish you all luck in november,1
yes,1
djt reminds me of de niro as al capone in the untouchables threatening bitching at eliot ness all the way to prison thank you bob de niro,1
thank you judge and jury for helping trump win the presidency in november,1
stormy daniels the booty that saved democracy,1
american has no right to point fingers at any other nation because america no longer ais a constitutional republic we are officially a banana republic,1
communists are running amok the weaponization of the american justice system to silence or crush any political opposition should be alarming to the public we are in a slippery slope for the life of our great republic we are heading for or are already in a silencing police state if you oppose the work globalists you will be crushed,1
donald trump just became the nelson mandela of americaevery ex president alive in america should fear and embrace this new system of justice in americaif trump is convicted after 8 yearsjoe biden will be convicted in dayswe all know he is not clean not to mention his family,1
jimmy kimmel let it roll,1
ok prison now,1
now on to the sentencing arguments ten years hard time done deal,1
there is a god,1
communist court what a shame on the corruption trump 2024,1
this mans presidency is now in question he belongs in gitmo as we decide whether his supreme court picks should remain in place he stole his presidency by cheating our election process,1
cnn i still have free speech for now before you come in and call me off and give me being a guilty of being a center which i am but that is a different story god bless america anyway youre a bunch of traders trad i saw cnn news you got a new you just a bunch of damn traders god,1
and hell still be president you crying peasants,1
greatpeople are still going to vote for him,1
brain dead new york,1
lock him up lock him up,1
doesnt matter trump 2024,1
are you legally blind and have the government pay for your food and well being or are you just a rich person that doesnt even look at the prices because youre entitled did you actually do proper unbiased research or just read headlines of controlled main stream media the entire country is hurting core inflation is up 13 since biden took office groceries are up 50 fast food has doubled gas is more it was way more until biden needed to get votes 14 million illegal immigrants have crossed our borders crime and human trafficking is up murderers and violent convicts being released with no bail atf are killing people serving unannounced search warrants the deficit is the highest its ever been in the history of america and our schools are indoctrinating the kids how blind can you be we need to come together as a country this is not about dem or repub this isnt about race or religion this is about a place we all have to live together i beg you do proper research with an open mind and you will see things very differently if you think this trial was handled properly you are infact blind and have not done your due diligence try again dig deeper and this time ask the right questions then make an educated well informed decision the very fabric of our country depends on it,1
im switching teams i cant vote for a 34x loser im voting for the green party now,1
87 of the jurors voted for biden no surprise when you weaponize a judicial system against your political opponent funny how everyone loves to say orange man bad but not take any accountability for the disaster of an administration biden has had so far its all smoke and mirrors to keep attention away from pedo joe,1
election interference at its finest,1
the american people know that this is a sham trial,1
did we actually think a fuc ing ny jury would be impartial sfi,1
still waiting on hillary illegal acts pelosi insider trading acts biden circumventing congress keeping confidential white house papers when a vp a known illegal act whomsoever left cocaine in the big house during a tour etc etc etc oh yeah the laundrring of funds thru ukraine by joe and his son and election tampering 81k votes god save america,1
definitely going to look more in to this,1
horseshit,1
guilty america is greatagain,1
still voting for him,1
theyd rather falsely accuse an innocent man of things that he didnt do then keep rapists and murderers out of this country via the border,1
ladies and gentlemen we got him,1
trump 2024,1
rigged by a judge who is a democrat donor along with his daughter and an all dumbocrat jury welcome to our banana republic,1
now thothe appeals start,1
the government can convict a grape for falling off the vine,1
and trump thought he would be found innocent next thing trump will say that the jury was paid to find him guilty trump really believes that he is above the law poor sap he forgot to come home from fantasy island the plane boss the plane,1
i was expecting a ah ah ah at some point,1
if this idiot doesnt see jail time there is something seriously wrong with the us justice system,1
as if there was a doubt that this show was going to have any other outcome what a travesty,1
the heavy democratic control county in america as a jury pool not to mention the activist judge to go along with the da who campaigned on finding a criminal case against president trump sad what democrats leadership has done to america,1
cnn cant handle exposing truth on currupt hochul biden friend instanly deleted my other post,1
this is b,1
it took the judge 2 and half minutes to get the verdict and poll all the jurors it took jake tapper 6 minutes to tell us,1
who cares we just need trump to lead the nation vote trump,1
sham trial during election year this political persecution will only help trump win back the white house,1
meanwhile hunter biden ignores his subpoenas from the house and isnt held in contempt cocaine in the white house joe is making millions from the chinese and trump baaaaad sheep,1
sohell still be president,1
trump 2024,1
your as evil as joe biden,1
people in jail are feeling cheated,1
not even a federal judge not legitimate state court cant charge felony,1
totally disgusting,1
as long as hes racist theyll support him,1
america is officially a banana republic,1
waiting for epstein island visitors to go to trail oh wait they are all democrats,1
it starts the civil war soon the new ag will indict obama clinton and biden,1
100 bullshit,1
cohen brought the house of cards down so far he made trump a felon and took a half billion out of his pocket plus 30 thousand thank you cohen for ur service youve redeemed yourself,1
they flush the commode on him,1
first time in a long time i believe americans will not allow this weaponized rigged biden judicial system that is obvious prevail while our country is being invaded by illegal immigrants on bidens open border plan putting america and americans last americans know the world was much more peaceful under trumps leadership and there was no inflation everyone was much better off and america was much more safer he protected this country fiercely and it showed americans know biden can not beat trump at the ballot box so he is resorting to third world dictatorship tactics that are disgraceful biden is in 5th stage of 7 stage dementia how long can they keep injecting him with drugs that last about two hours before a speech looks like even the dope they are giving him is not working as well after his speech in pennsylvania pitiful,1
democrats maybe useless at governing america but they sure know how to persecute political opponents,1
judge,1
joe biden will be found guilty once hes not president democrats just opened pandoras box dont think republicans wont do the same to dem politicians in the future,1
donald j rump convict,1
wow i knew he was going to be found guilty before the trial ever started i must be psychic like they say what doesnt kill you makes you stronger isnt it obvious what they are trying to do eight years of kicking and hes still here now thats what tough is lets go brandon,1
soros court is fake and manufactured,1
all political its a joke looking forward to voting for trump in november go trump,1
i am a never trumper i didnt vote for trump in 2016 or 2020 i will in 2024 you cannot jail your political opponents and say that you stand for democracy,1
in a way this has really helped all the republicans running as 7 democrats i know feel if the democrats will come after trump they will come after anyone they are 7 people of 4 races and their families agree if this keeps up those 7 will have many many more that say the words that best describe it never again will we vote democrat thank you cnn for your hate that is allowing new republicans to come out,1
he was found guilty for the same reason oj was found innocent jurors were scared,1
this is the funniest trial ever democrats are so scared of this man that they cant find a real way to stop him meanwhile they are destroying the country and no one goes after them i really hope he goes after all these crooks when he is president,1
pues que pena el jurado el juez el da y todos los que participaron tendran su recompensa a todas las mentiras y toda la manipulation a la constitucion y malgastar nuestros taxes en este juicio politico y de interferencia electoral cuando saben que no es verdad thanks mr biden and judge merchant por manipular el jurado y la constitucion,1
cnn is trash fake news,1
this is progressive we all should vote for the first felon nominee to be progressive well now we must wait the appeal,1
must be a good day for democrat corruption fraud fear and interference democrat judges democrat prosecutors democrat juries trying to decide americas elections weve seen a few democrat wins where they seem to celebrate through their media but strangely not popular in more public settings sorta like a beijing biden regimes election authority being more of an historic disgrace than any legit leadership,1
politicians spend 4 years chasing and convicting a man not in office anymore but they dont care about the open boders and letting all kinds of immigrants come in with wide open doors,1
how is hush money to a whore a felony but crossing border and not getting charged for anything fascist folks banana republic no more fair elections,1
welcome to the nazi states of america all politically motivated by the democratic nazi machine,1
this is sad how much more please him along,1
it was a huge win for trump and team,1
bs when ny is allowing muslim community patrols to go on and idiots find trump guilty sounds like there are bigger issues to worry about why isnt that being reported on,1
not even hunter biden gets all these charges,1
these jurors are not his peers the judge is corrupt and compromised for the democratic party this is anti american,1
doesnt matter the left has to keep trump on the ballot they have no choice he will win the primary and then they will put him under house arrest hell run the country as a criminal if he wins because the idiot leftists are too afraid of a free election and they arent convincing anyone opposed of anything,1
feelings of sadness we are not much different from the bananas republics in central america if he is guilty joe biden and the other four presidents should be taken into custody for their crimes god bless america all i can say is good luck because well need it,1
bullshit trump 2024,1
omg how much more of this bull crap gulity of whatis there no hope god help us this country is crumbling we need n honest president n they wont let us have onethe ppl spoke n the democrats dont care,1
straight bullshit trump 2024,1
thank you for making sure donald trump will win in november,1
and im still voting for him,1
bull shit,1
a joke without a doubt this case is an easy appeal everyone can see it even the leftist media looks shocked lol the agenda is slowly disintegrate trump,1
all this politician like marco rubio and the speaker are playing with heart and soul of america they are destroying the only thing that bond the united states of america and the respect that the whole world have for the us the law the belief in the judiciary system history will tell the us before trump and after tump very sad see the usa getting destroyed from within,1
shocker ny soros backed da with a ny corrupt commie judge with a ny left wing jury i take what is election interference for 500 alexlol what a corrupt judcial system,1
bs,1
im surprised you dont have the chat turned off because you communists suck january 20 2025 reconing have a nice day,1
these 12 jurors are american heros,1
so when can we put hillary obama hunter and joe in the stand for thier crimes,1
nt do the crime if you cant do the time,1
paying a prostitute not to ruin your life is a felony slaughtering thousands in the name of bb while being led around by the easter bunny nothingburger,1
whod have thought trump would be convicted by a democrat jury in a democratic city with democrat judge whose own daughter is fundraising off this trial that a trial was even possible because democrats passed the law that extended the statute of limitations to bring a suit against trump can you not see the political partisan bias around this whole trial,1
the whole crowd answered let the responsibility for his death fall on us and on our children,1
so what youre telling me is that a guy is getting convicted of a crime that was supposedly not even said in the courtroom by a judge and buy a jury the judges daughter has gotten 180 million from democrats yeah so he should be recused and then the da walked into the courtroom to try to intimidate the jury basically saying yeah you dont commit them i know who you are and ill come after you this will all go into appeal and well get thrown out because of the fact that the judge is absolutely need to recuse himself because of his daughter also the judge didnt allow the fec expert to take the stand and testify so youre charging somebody with fec crimes and youre not allowing an expert in the fec to testify it sounds kind of wishywashy to me or maybe it was because that expert was going to show that there was no crimes,1
and theyre prepared to file all these charges again and take him back to court when he files appeals,1
best day since my children were born,1
comment if you like trump,1
he can still run for president though stop crying,1
i will still vote for him in nov even if hes sitting in a jail cell so with all this trash it isnt gonna work,1
this is the worst country to live in sad i was born here in this world of bullshit america is a 3rd world country now trump leave him slone go for the worst people but no they go for trump saad day,1
sham,1
and once again criminals should not be on the ballot vote blue and make america great again and get rid of all that nonsense that read bought you,1
trump is guilty as sin trump for prison 2024,1
i think we already found out we are living the consequences of a rigged system with biden in charge your telling us stuff we already know trump2024,1
sham,1
if trump isnt on the ballot he will be the first write in candidate to win the presidency,1
good day for dems horrible day for the us with the entire world laughing at usconvicting a former president does not look good no matter the situation and here come the comments,1
ya know the aclu is constantly running ads on tv wanting money where are they at or are they nothing but frauds,1
trump 2024,1
i will vote for a convicted fellow in november trump2024,1
best day in america history,1
cohens having a great day,1
to be continued,1
great america is going down the toilet with biden in charge longer better buy guns and ammo to protect yourself and your family,1
the country will be safe again when trump is sent to jail and serve a long jail sentence,1
no true american believes that,1
you should be ashamed of your network cnn you should thank donald j trump thats he is the only way you get ratings up stupid misinformation news broadcast corrupt bastards,1
trump 2024,1
we must stand together now every night at 6pm sound your car horn 3 times until november 5th this could be the start of patriots uniting peacefully,1
your out bye trump,1
congrats obiden you still wont beat him trump 2024,1
this is bogus the judge probably has done worse those without sin let them step forward,1
well now we have witnessed what a banana republic looks like bidens aversion to democracy these devils are coming after you america,1
so what murders r let out of jail from soros,1
and trump 2024,1
independents try to stand in the middle however the light cast upon democrats today looks very dark corrupt and nefarious independents dont like injustice either,1
political prosecution,1
fake news trump 2024,1
first sign of a banana republic is using the system to lock up those the establishment fears might take their power,1
thanks for winning him the election we reject democrat dictatorship,1
didnt clinton do the same thing and just pay s 8k fine hmmmmmm,1
trump 2024,1
stupid we cant afford 4 more yrs of sleepy joe and his idiot laws,1
we the people of the united states of america stand by donald trump corruption is like cnn very nasty,1
more reason i vote trump,1
when will biden be charged for treason,1
liars,1
woohoo thank god thank you for your service jurors what a fcking nightmare can everyone wake up now,1
after the epic fall of our economy over the past 4 years counts could be 100 for all i care he still getting the vote,1
oh hell yeah lock him up,1
heres to 4 more years of funding wars that have nothing to do with the us taxpayers woohoo,1
thanks dems for the publicity for trump and making him an even more appealing candidate to vote for im voting for the convict and not the real criminals oh and by the way this will be overturned before you can say unprecedented election interference,1
lol screw new york,1
americas last hope now america will turn into a ghetto,1
what a joke,1
bullshit,1
and he is going to be back in court on the same charges again three more times on 34 felony charges,1
america the new banana republic courtesy of democrat treason,1
im so happy about time he put in his place,1
stalin would be so proud,1
welcome to nazi america,1
shame to all democrats you have made us into a banana republic biden and the democrats have corrupted our government and judicial system you are a disgrace,1
america just made great again,1
wow i hope the sex was good cuz it cost you a lot more than money,1
maga baby you just elected him lol fun fact the judge is a biden donor,1
a felony trump is better than joe biden still trump 24,1
corruption in all places of gvt stay strong president trump,1
trump will get the last laugh,1
what about bill clinton you leftist,1
donald trump elected as president of the united states of america,1
trump should of testified,1
political coup needed,1
trump just won the election,1
hell is coming buy all of the lead that you can,1
get fd lololol,1
nothing new here cnn we seen this coming before the trial started was fixed and all americans can see this nothing stopping trump now deep state is in big trouble come november 24,1
this is so disgusting is sick the left has become nazis,1
why waste your time and hours jake we know he guilty on all,1
trump will just tell everyone its fake news just like hes telling people the engoran was overturned this guy is a great liar,1
christmas came a little early now 3 more cases to go,1
hahaguiltymaggots,1
