channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
NBC News,Biden halts arms shipment to Israel over military offensive in Rafah,2024-05-08T23:40:05Z,Jwazjuf9I84,26539,611,655
NBC News,Meet the Press NOW — May 8,2024-05-08T22:45:00Z,7El-AJYoU0k,166247,607,168
NBC News,Which states will have abortion on the ballot in November?,2024-05-08T22:30:01Z,Jj8IqXOqpSU,1591,23,9
NBC News,Sen. Merkley praises U.S. pause on weapons shipment to Israel as &#39;positive development&#39;,2024-05-08T22:00:27Z,u1hsf7CQdxw,7953,86,74
NBC News,Morehouse students protest upcoming Biden commencement address,2024-05-08T21:45:00Z,LtKY64n_rZw,3864,114,32
NBC News,Second Gentleman Doug Emhoff highlights how men can help in the fight for abortion rights,2024-05-08T21:30:08Z,nbZX09gt1TU,1388,25,8
NBC News,Biden announces Microsoft AI data center in Wisconsin,2024-05-08T21:00:14Z,ULmvrzrEV3o,3452,64,47
NBC News,Thousands of civilians try to escape Rafah to avoid Israeli bombardment,2024-05-08T20:30:05Z,Wlz2GuAFJIY,26446,199,182
NBC News,"Johnson calls for election integrity bill, says noncitizens &#39;might be voting in 2024&#39;",2024-05-08T19:32:56Z,tGeQRt1WDRo,11867,164,247
NBC News,"‘A lot of Asian hate in our city,’ says San Francisco mom after son verbally attacked",2024-05-08T19:15:03Z,jIkdkoAbnWA,6137,84,147
NBC News,Georgia governor signs election changes into law,2024-05-08T19:00:32Z,s0n63ZCMF8c,3298,42,44
NBC News,Georgia court to consider Trump&#39;s appeal of decision to keep Fani Willis on criminal case,2024-05-08T18:30:10Z,AXzI9VjKNEQ,7357,74,48
NBC News,Full interview: Doug Emhoff calls on men to help advocate for abortion rights,2024-05-08T17:28:11Z,79lhZ1BatHU,1185,38,22
NBC News,Watch: Biden announces Microsoft investment for AI datacenter in Wisconsin | NBC News,2024-05-08T17:16:19Z,qrx9EA7y1Zo,19886,653,326
NBC News,"China launches first-of-its-kind moon mission, revving up race with U.S.",2024-05-08T16:49:37Z,44EYN6jnawo,5650,96,39
NBC News,FedEx plane lands without nose wheel,2024-05-08T16:20:57Z,GTwtft18DFc,4604,69,5
NBC News,Media executive Bonnie Hammer speaks about women in the workplace,2024-05-08T15:30:07Z,GbrLLTEYTS4,870,11,4
NBC News,Morning News NOW Full Broadcast – May 8,2024-05-08T15:19:51Z,G3rPS-lG9DI,261314,1162,203
NBC News,Adding olive oil to your daily diet may help prevent dementia,2024-05-08T14:24:37Z,7jhnXe-Jik4,1689,32,6
NBC News,This Morning’s Top Headlines – May 8,2024-05-08T14:13:42Z,GvxRqa52Egw,19812,179,38
NBC News,Watch: FedEx plane lands without nose wheel,2024-05-08T13:30:13Z,V8pm4iEhTGU,158865,1170,586
NBC News,Australian surfers&#39; mom makes tearful tribute to sons killed in Baja California,2024-05-08T13:00:45Z,n3XCFFrXsjs,1938,23,16
NBC News,Kim Jong Un honors North Korean propaganda chief who died at 94,2024-05-08T12:00:26Z,VnH4d6qUgSg,17263,96,32
NBC News,Online gambling trend among teens causing concern,2024-05-08T11:30:21Z,pCDbvDDLpFg,4365,44,15
NBC News,U.S. withholds thousands of bombs from Israel,2024-05-08T11:00:17Z,EliX8S2kUCg,62495,404,606
NBC News,Stay Tuned NOW with Gadi Schwartz - May 7 | NBC News  NOW,2024-05-08T10:00:39Z,gTsSy8_EfSU,36457,177,80
NBC News,Georgia Aquarium is working to rescue corals from trafficking,2024-05-08T04:30:20Z,cLizWws5BFc,11004,115,39
NBC News,Texas postal worker finds WWII letters dated back to 1942,2024-05-08T04:15:01Z,nquKOuiYrKU,12453,434,51
NBC News,Rabbit Hole museum brings classic children&#39;s books to life,2024-05-08T04:00:26Z,Wbsa9jzx84E,1646,41,2
NBC News,Tornadoes heavily damage FedEx building and mobile home park,2024-05-08T03:44:12Z,tpNon7ODmrQ,5850,128,6
NBC News,"Tornadoes in Michigan hit FedEx building, mobile home park",2024-05-08T03:45:00Z,-hYyK-idJZs,6839,47,6
NBC News,ASU scholar on leave after video of incident with woman in hijab posted online,2024-05-08T03:30:24Z,ei1kf_8rinY,29762,470,735
NBC News,Florida man arrested three months after his wife went missing in Spain,2024-05-08T03:15:00Z,7oSa5VpERGQ,32797,147,58
NBC News,Boy Scouts of America changes name to reflect more inclusive organization,2024-05-08T02:30:07Z,HTxLGricxDo,8552,45,186
NBC News,Top Story with Tom Llamas - May 7 | NBC News NOW,2024-05-08T02:15:01Z,rIy5eCtkLrM,397807,1083,291
NBC News,Trump trial - Day 13 recap,2024-05-08T01:45:00Z,BERJdxNbkgQ,6336,166,10
NBC News,Panera phases out charged lemonade drink nationwide,2024-05-08T01:30:20Z,scPWpwMvoXo,7570,64,87
NBC News,Hallie Jackson NOW - May 7 | NBC News NOW,2024-05-08T01:14:00Z,d-sVzlYXK-U,251941,1080,268
NBC News,Growing fight over fluoride in drinking water,2024-05-08T01:00:14Z,Io8wnWFWEU0,14686,110,166
NBC News,Ukraine says it foiled Russian plot to assassinate President Zelenskyy,2024-05-08T00:45:06Z,R5OnTThwEv8,45684,407,374
NBC News,Tornadoes rip through parts of the Plains,2024-05-08T00:30:33Z,qwq-ZvxP8X0,4981,39,6
NBC News,Israel rejects latest Hamas offer but says it will negotiate to try to reach a cease-fire,2024-05-08T00:15:00Z,UGCqgofqr74,19914,106,49
BBC News,Inside Germany’s far right | BBC News,2024-05-08T19:00:00Z,-fvtHlHJe9I,41249,617,623
BBC News,Oceans suffer from record-breaking year of heat amid climate change | BBC News,2024-05-08T18:00:24Z,rQSZlJtJ13U,42053,595,708
BBC News,Battles reported in east Rafah as Israel reopens key aid crossing | BBC News,2024-05-08T17:30:04Z,Yo6YyqqB7qw,172477,1303,1011
BBC News,Olivia Rodrigo fans queue for hours outside Glasgow arena. #Shorts #OliviaRodrigo #BBCNews,2024-05-08T17:14:49Z,gKascCRYWUU,18459,308,45
BBC News,Nintendo teases Switch successor. #NintendoSwitch #BBCNews,2024-05-08T16:46:33Z,PWTle8g0CsM,9866,205,10
BBC News,How this Finland city is trying to become carbon neutral | BBC News,2024-05-08T16:22:30Z,OoWem3JtPYg,25435,759,174
BBC News,TikTok files free speech lawsuit in the US | BBC News,2024-05-08T13:01:01Z,yUjezIxx0_Y,16239,256,149
BBC News,Ukraine hit by &#39;massive&#39; attack on energy grid | BBC News,2024-05-08T11:00:28Z,cgmLI960QKw,123986,1575,1000
BBC News,Drake&#39;s security guard shot amid feud between the rapper and Kendrick Lamar. #Shorts #BBCNews,2024-05-08T10:41:49Z,SpBSXljVbqE,36941,564,128
BBC News,US says it paused shipment of bombs for Israel over Rafah concerns | BBC News,2024-05-08T09:35:10Z,xoMnRO7WHxo,68710,776,502
BBC News,China’s President Xi Jinping gets red carpet welcome on visit to Serbia | BBC News,2024-05-08T07:47:03Z,yGZs75_X5rk,81405,836,775
Al Jazeera English,Biden says bombs US ‘paused’ to Israel have killed Gaza civilians,2024-05-08T23:50:40Z,r-1Um2rJTRY,23507,520,163
Al Jazeera English,Rafah attacks fallout: US pauses weapons shipment to Israel,2024-05-08T23:36:49Z,R5OVS44GpYo,20873,539,152
Al Jazeera English,Israeli strikes target Rafah: Fears mount of full-scale military offensive,2024-05-08T23:00:35Z,46zkcFgua94,42953,942,352
Al Jazeera English,US president says he will stop supplying arms to Israel if it launches Rafah operation,2024-05-08T22:37:12Z,shm5Au3E-Dw,79833,2004,887
Al Jazeera English,Chinese president in Hungary: Xi Jinping ends European tour in Hungary,2024-05-08T21:16:49Z,5fL2RPzkdfM,60320,821,407
Al Jazeera English,Russia unleashes ‘massive’ barrage targeting Ukraine energy infrastructure,2024-05-08T21:13:17Z,JZePFW_n-pw,8059,135,33
Al Jazeera English,Xi Jinping&#39;s visit To Serbia highlights East-West relations and economic ties,2024-05-08T21:11:21Z,Mr8GpNYUgao,8036,188,66
